username | clickaction | Timestamp
niranjan.tungatkar@sjsu.edu | biddproduct: 50 | 16/9/2016 0:3:54
niranjan.tungatkar@sjsu.edu | SubmitBid:50 | 16/9/2016 0:4:20
niranjan.tungatkar@sjsu.edu | HomeImg:navigate | 16/9/2016 0:5:9
niranjan.tungatkar@sjsu.edu | UserCart:navigate | 16/9/2016 0:5:20
niranjan.tungatkar@sjsu.edu | HomeImg:navigate | 16/9/2016 0:5:21
niranjan.tungatkar@sjsu.edu | UserCart:navigate | 16/9/2016 0:8:27
niranjan.tungatkar@sjsu.edu | HomeImg:navigate | 16/9/2016 0:8:29
niranjan.tungatkar@sjsu.edu | buydproduct:52 | 16/9/2016 0:8:30
niranjan.tungatkar@sjsu.edu | AddToCart:52 | 16/9/2016 0:8:34
niranjan.tungatkar@sjsu.edu | HomeImg:navigate | 16/9/2016 0:8:35
niranjan.tungatkar@sjsu.edu | buydproduct:49 | 16/9/2016 0:8:36
niranjan.tungatkar@sjsu.edu | HomeImg:navigate | 16/9/2016 0:8:39
niranjan.tungatkar@sjsu.edu | buydproduct:53 | 16/9/2016 0:8:41
niranjan.tungatkar@sjsu.edu | AddToCart:53 | 16/9/2016 0:8:44
niranjan.tungatkar@sjsu.edu | HomeImg:navigate | 16/9/2016 0:8:48
niranjan.tungatkar@sjsu.edu | UserCart:navigate | 16/9/2016 0:8:50
niranjan.tungatkar@sjsu.edu | CartCheckout:$940 | 16/9/2016 0:8:52
niranjan.tungatkar@sjsu.edu | RemoveProductFinalCheckout:53 | 16/9/2016 0:9:0
niranjan.tungatkar@sjsu.edu | FinalCheckout:$40 | 16/9/2016 0:9:32
 | biddproduct: 50 | 16/9/2016 13:7:26
 | buydproduct:48 | 16/9/2016 13:7:49
 | buydproduct:48 | 16/9/2016 13:7:58
anonymous | signin:tungatkarniranjan | 16/9/2016 13:8:30
anonymous | signin:niranjan.tungatkar@sjsu.edu | 16/9/2016 13:10:49
anonymous | signin:niranjan.tungatkar@sjsu.edu | 16/9/2016 13:11:33
niranjan.tungatkar@sjsu.edu | UserInfo:navigate | 16/9/2016 13:11:37
niranjan.tungatkar@sjsu.edu | HomeImg:navigate | 16/9/2016 13:13:9
niranjan.tungatkar@sjsu.edu | buydproduct:51 | 16/9/2016 13:13:11
niranjan.tungatkar@sjsu.edu | AddToCart:51 | 16/9/2016 13:13:32
niranjan.tungatkar@sjsu.edu | UserCart:navigate | 16/9/2016 13:13:47
niranjan.tungatkar@sjsu.edu | CartCheckout:$120 | 16/9/2016 13:14:51
niranjan.tungatkar@sjsu.edu | FinalCheckout:$120 | 16/9/2016 13:15:23
anonymous | signin:niranjan.tungatkar@sjsu.edu | 16/9/2016 16:34:21
niranjan.tungatkar@sjsu.edu | UserInfo:navigate | 16/9/2016 16:34:22
anonymous | signin:niranjan.tungatkar@sjsu.edu | 16/9/2016 19:17:3
niranjan.tungatkar@sjsu.edu | UserInfo:navigate | 16/9/2016 19:19:32
niranjan.tungatkar@sjsu.edu | HomeImg:navigate | 16/9/2016 19:33:20
niranjan.tungatkar@sjsu.edu | buydproduct:51 | 16/9/2016 19:33:21
niranjan.tungatkar@sjsu.edu | AddToCart:51 | 16/9/2016 19:34:54
niranjan.tungatkar@sjsu.edu | UserCart:navigate | 16/9/2016 19:35:44
niranjan.tungatkar@sjsu.edu | CartCheckout:$60 | 16/9/2016 19:36:48
niranjan.tungatkar@sjsu.edu | FinalCheckout:$60 | 16/9/2016 19:38:27
niranjan.tungatkar@sjsu.edu | FinalCheckout:$60 | 16/9/2016 19:39:44
niranjan.tungatkar@sjsu.edu | UserInfo:navigate | 16/9/2016 19:39:48
niranjan.tungatkar@sjsu.edu | biddproduct: 50 | 16/9/2016 19:46:56
niranjan.tungatkar@sjsu.edu | SubmitBid:50 | 16/9/2016 19:47:28
niranjan.tungatkar@sjsu.edu | UserInfo:navigate | 16/9/2016 19:48:23
anonymous | signin:niranjan.tungatkar@sjsu.edu | 23/9/2016 17:31:0
niranjan.tungatkar@sjsu.edu | UserInfo:navigate | 23/9/2016 17:35:28
 | buydproduct:49 | 23/9/2016 17:36:58
anonymous | signin:niranjan.tungatkar@sjsu.edu | 23/9/2016 19:22:52
anonymous | signin:niranjan.tungatkar@sjsu.edu | 23/9/2016 19:27:2
anonymous | signin:niranjan.tungatkar@sjsu.edu | 23/9/2016 19:27:12
anonymous | signin:niranjan.tungatkar@sjsu.edu | 23/9/2016 19:29:38
anonymous | signin:niranjan.tungatkar@sjsu.edu | 23/9/2016 19:32:26
anonymous | signin:niranjan.tungatkar@sjsu.edu | 23/9/2016 19:35:0
anonymous | signin:niranjan.tungatkar@sjsu.edu | 23/9/2016 19:36:10
anonymous | signin:niranjan.tungatkar@sjsu.edu | 23/9/2016 19:40:29
anonymous | signin:niranjan.tungatkar@sjsu.edu | 23/9/2016 19:41:27
anonymous | signin:niranjan.tungatkar@sjsu.edu | 23/9/2016 19:43:23
anonymous | signin:niranjan.tungatkar@sjsu.edu | 23/9/2016 19:48:56
anonymous | signin:niranjan.tungatkar@sjsu.edu | 23/9/2016 19:49:26
anonymous | signin:niranjan.tungatkar@sjsu.edu | 23/9/2016 19:52:14
anonymous | signin:niranjan.tungatkar@sjsu.edu | 23/9/2016 19:53:39
anonymous | signin:niranjan.tungatkar@sjsu.edu | 23/9/2016 19:54:18
anonymous | signin:niranjan.tungatkar@sjsu.edu | 23/9/2016 19:56:28
anonymous | signin:niranjan.tungatkar@sjsu.edu | 23/9/2016 20:0:25
anonymous | signin:niranjan.tungatkar@sjsu.edu | 23/9/2016 20:2:19
anonymous | signin:niranjan.tungatkar@sjsu.edu | 23/9/2016 20:5:9
anonymous | signin:niranjan.tungatkar@sjsu.edu | 23/9/2016 20:7:39
anonymous | signin:jasper@hotmail.com | 23/9/2016 22:51:23
anonymous | signin:jasper@hotmail.com | 23/9/2016 22:53:11
anonymous | signin:niranjant@gmail.com | 23/9/2016 22:54:30
anonymous | signin:niranjant@gmail.com | 23/9/2016 22:56:17
anonymous | signin:niranjant@gmail.com | 23/9/2016 22:57:33
anonymous | signin:niranjant@gmail.com | 23/9/2016 22:58:35
anonymous | signin:niranjant@gmail.com | 23/9/2016 23:1:37
anonymous | signin:niranjant@gmail.com | 23/9/2016 23:2:57
anonymous | signin:niranjant@gmail.com | 23/9/2016 23:7:12
anonymous | signin:niranjant@gmail.com | 23/9/2016 23:7:25
anonymous | signin:niranjant@gmail.com | 23/9/2016 23:9:28
anonymous | signin:niranjant@gmail.com | 23/9/2016 23:10:47
anonymous | signin:niranjant@gmail.com | 23/9/2016 23:11:56
anonymous | signin:niranjant@gmail.com | 23/9/2016 23:15:16
anonymous | signin:niranjant@gmail.com | 23/9/2016 23:17:53
anonymous | signin:niranjant@gmail.com | 23/9/2016 23:18:43
anonymous | signin:niranjant@gmail.com | 23/9/2016 23:20:0
anonymous | signin:mayank@gmail.com | 23/9/2016 23:30:11
anonymous | signin:mayank@gmail.com | 24/9/2016 13:40:15
mayank@gmail.com | sellproduct:Samsonite 15 inch laptop bag | 24/9/2016 13:41:19
mayank@gmail.com | sellproduct:Samsonite 15 inch laptop bag | 24/9/2016 13:53:48
mayank@gmail.com | sellproduct:Samsonite 15 inch laptop bag | 24/9/2016 13:58:5
mayank@gmail.com | sellproduct:Samsonite 15 inch laptop bag | 24/9/2016 14:5:2
mayank@gmail.com | sellproduct:Samsonite 15 inch laptop bag | 24/9/2016 14:20:48
mayank@gmail.com | sellproduct:Samsonite 15 inch laptop bag | 24/9/2016 14:21:27
mayank@gmail.com | sellproduct:Samsonite 15 inch laptop bag | 24/9/2016 14:21:54
mayank@gmail.com | sellproduct:samsonite bag | 24/9/2016 14:26:7
mayank@gmail.com | sellproduct:samsonite bag | 24/9/2016 14:42:40
mayank@gmail.com | sellproduct:samsonite bag | 24/9/2016 14:43:57
mayank@gmail.com | sellproduct:samsonite bag | 24/9/2016 14:44:26
mayank@gmail.com | sellproduct:samsonite bag | 24/9/2016 14:46:2
mayank@gmail.com | sellproduct:samsonite bag | 24/9/2016 14:46:29
mayank@gmail.com | sellproduct:samsonite bag | 24/9/2016 14:47:26
mayank@gmail.com | sellproduct:samsonite bag | 24/9/2016 14:49:19
mayank@gmail.com | sellproduct:samsonite bag | 24/9/2016 14:49:38
mayank@gmail.com | sellproduct:samsonite bag | 24/9/2016 14:52:2
mayank@gmail.com | sellproduct:samsonite bag | 24/9/2016 14:53:34
mayank@gmail.com | sellproduct:samsonite bag | 24/9/2016 14:54:12
mayank@gmail.com | sellproduct:samsonite bag | 24/9/2016 14:54:44
mayank@gmail.com | sellproduct:samsonite bag | 24/9/2016 14:56:28
mayank@gmail.com | HomeImg:navigate | 24/9/2016 20:22:44
anonymous | signin:mayank@gmail.com | 24/9/2016 20:23:2
mayank@gmail.com | sellproduct:MacBook Pro | 24/9/2016 20:23:54
anonymous | signin:mayank@gmail.com | 24/9/2016 20:41:20
mayank@gmail.com | UserInfo:navigate | 24/9/2016 20:41:22
mayank@gmail.com | sellproduct:Home Life Table | 24/9/2016 20:49:13
mayank@gmail.com | sellproduct:Lg Nexus | 24/9/2016 20:50:26
anonymous | signin:niranjan@gmail.com | 24/9/2016 21:40:9
anonymous | signin:mayank@gmail.com | 24/9/2016 21:47:55
mayank@gmail.com | sellproduct:MacBook Air | 24/9/2016 21:48:20
anonymous | signin:niranjan@gmail.com | 24/9/2016 21:48:56
anonymous | signin:niranjan@gmail.com | 24/9/2016 22:32:10
niranjan@gmail.com | buydproduct:15 | 24/9/2016 22:44:37
niranjan@gmail.com | HomeImg:navigate | 24/9/2016 22:44:43
niranjan@gmail.com | buydproduct:15 | 24/9/2016 22:44:51
niranjan@gmail.com | HomeImg:navigate | 24/9/2016 22:44:57
anonymous | signin:mayank@gmail.com | 24/9/2016 22:45:56
anonymous | signin:niranjan@gmail.com | 24/9/2016 22:59:5
niranjan@gmail.com | biddproduct: 13 | 24/9/2016 22:59:30
niranjan@gmail.com | HomeImg:navigate | 24/9/2016 22:59:36
niranjan@gmail.com | biddproduct: 13 | 24/9/2016 22:59:50
niranjan@gmail.com | HomeImg:navigate | 24/9/2016 23:0:22
niranjan@gmail.com | buydproduct:15 | 24/9/2016 23:0:34
niranjan@gmail.com | HomeImg:navigate | 24/9/2016 23:1:32
niranjan@gmail.com | buydproduct:15 | 24/9/2016 23:1:35
niranjan@gmail.com | HomeImg:navigate | 24/9/2016 23:2:0
niranjan@gmail.com | buydproduct:15 | 24/9/2016 23:2:30
niranjan@gmail.com | HomeImg:navigate | 24/9/2016 23:6:20
niranjan@gmail.com | buydproduct:15 | 24/9/2016 23:6:23
niranjan@gmail.com | buydproduct:15 | 24/9/2016 23:7:41
niranjan@gmail.com | buydproduct:15 | 24/9/2016 23:9:32
niranjan@gmail.com | HomeImg:navigate | 24/9/2016 23:17:52
niranjan@gmail.com | buydproduct:15 | 24/9/2016 23:17:55
niranjan@gmail.com | HomeImg:navigate | 24/9/2016 23:32:54
niranjan@gmail.com | biddproduct: 13 | 24/9/2016 23:32:56
niranjan@gmail.com | HomeImg:navigate | 24/9/2016 23:33:35
niranjan@gmail.com | biddproduct: 13 | 24/9/2016 23:33:37
niranjan@gmail.com | HomeImg:navigate | 24/9/2016 23:40:49
niranjan@gmail.com | buydproduct:15 | 24/9/2016 23:40:53
niranjan@gmail.com | AddToCart:15 | 24/9/2016 23:40:58
niranjan@gmail.com | UserCart:navigate | 24/9/2016 23:41:1
niranjan@gmail.com | RemoveProductCart:$1000 | 24/9/2016 23:41:6
niranjan@gmail.com | HomeImg:navigate | 24/9/2016 23:41:9
niranjan@gmail.com | buydproduct:15 | 25/9/2016 0:0:40
niranjan@gmail.com | BuyProduct:15 | 25/9/2016 0:0:44
niranjan@gmail.com | FinalCheckout:$1000 | 25/9/2016 0:1:26
niranjan@gmail.com | buydproduct:15 | 25/9/2016 0:2:6
niranjan@gmail.com | BuyProduct:15 | 25/9/2016 0:2:9
niranjan@gmail.com | FinalCheckout:$1000 | 25/9/2016 0:2:35
niranjan@gmail.com | buydproduct:15 | 25/9/2016 0:9:50
niranjan@gmail.com | BuyProduct:15 | 25/9/2016 0:9:53
niranjan@gmail.com | FinalCheckout:$1000 | 25/9/2016 0:10:18
niranjan@gmail.com | buydproduct:15 | 25/9/2016 0:10:42
niranjan@gmail.com | BuyProduct:15 | 25/9/2016 0:10:46
niranjan@gmail.com | FinalCheckout:$1000 | 25/9/2016 0:11:9
niranjan@gmail.com | buydproduct:15 | 25/9/2016 0:41:20
niranjan@gmail.com | BuyProduct:15 | 25/9/2016 0:41:23
niranjan@gmail.com | FinalCheckout:$1000 | 25/9/2016 0:41:45
niranjan@gmail.com | FinalCheckout:$1000 | 25/9/2016 0:43:0
niranjan@gmail.com | biddproduct: 13 | 25/9/2016 12:44:59
niranjan@gmail.com | SubmitBid:13 | 25/9/2016 12:45:3
niranjan@gmail.com | SubmitBid:13 | 25/9/2016 12:46:17
niranjan@gmail.com | SubmitBid:13 | 25/9/2016 12:46:25
niranjan@gmail.com | HomeImg:navigate | 25/9/2016 13:32:36
anonymous | signin:niranjan@gmail.com | 27/9/2016 22:18:30
niranjan@gmail.com | buydproduct:15 | 27/9/2016 22:18:33
niranjan@gmail.com | BuyProduct:15 | 27/9/2016 22:18:38
niranjan@gmail.com | FinalCheckout:$1000 | 27/9/2016 22:19:2
niranjan@gmail.com | buydproduct:15 | 27/9/2016 22:20:25
niranjan@gmail.com | BuyProduct:15 | 27/9/2016 22:20:28
niranjan@gmail.com | FinalCheckout:$1000 | 27/9/2016 22:20:46
niranjan@gmail.com | buydproduct:15 | 27/9/2016 22:23:0
niranjan@gmail.com | BuyProduct:15 | 27/9/2016 22:23:3
niranjan@gmail.com | FinalCheckout:$1000 | 27/9/2016 22:23:25
niranjan@gmail.com | buydproduct:15 | 27/9/2016 22:24:49
niranjan@gmail.com | BuyProduct:15 | 27/9/2016 22:24:53
niranjan@gmail.com | FinalCheckout:$1000 | 27/9/2016 22:25:15
anonymous | signin:mayank@gmail.com | 27/9/2016 22:48:52
anonymous | signin:niranjan@gmail.com | 27/9/2016 22:51:19
anonymous | signin:kennethgo@gmail.com | 27/9/2016 23:1:34
kennethgo@gmail.com | sellproduct:Home Life mattress | 27/9/2016 23:3:2
kennethgo@gmail.com | sellproduct:Mac Book Pro | 27/9/2016 23:3:52
kennethgo@gmail.com | sellproduct:Home Life Chair | 27/9/2016 23:4:36
kennethgo@gmail.com | sellproduct:Nikon D3200 SLR camera | 27/9/2016 23:5:45
anonymous | signin:mayank@gmail.com | 27/9/2016 23:5:54
mayank@gmail.com | buydproduct:16 | 27/9/2016 23:6:23
mayank@gmail.com | BuyProduct:16 | 27/9/2016 23:6:30
mayank@gmail.com | FinalCheckout:$160 | 27/9/2016 23:6:58
mayank@gmail.com | buydproduct:18 | 27/9/2016 23:27:52
mayank@gmail.com | BuyProduct:18 | 27/9/2016 23:27:55
mayank@gmail.com | FinalCheckout:$20 | 27/9/2016 23:28:18
mayank@gmail.com | biddproduct: 19 | 27/9/2016 23:29:10
mayank@gmail.com | SubmitBid:19 | 27/9/2016 23:29:14
mayank@gmail.com | SubmitBid:19 | 27/9/2016 23:30:22
mayank@gmail.com | SubmitBid:19 | 27/9/2016 23:32:38
mayank@gmail.com | HomeImg:navigate | 27/9/2016 23:35:0
mayank@gmail.com | biddproduct: 19 | 27/9/2016 23:35:4
mayank@gmail.com | SubmitBid:19 | 27/9/2016 23:35:9
mayank@gmail.com | HomeImg:navigate | 27/9/2016 23:44:2
mayank@gmail.com | UserInfo:navigate | 27/9/2016 23:44:8
mayank@gmail.com | UserInfo:navigate | 27/9/2016 23:51:1
anonymous | signin:kennethgo@gmail.com | 27/9/2016 23:52:13
kennethgo@gmail.com | UserInfo:navigate | 27/9/2016 23:52:28
anonymous | signin:kennethgo@gmail.com | 28/9/2016 0:1:7
kennethgo@gmail.com | UserInfo:navigate | 28/9/2016 0:10:45
anonymous | signin:mayank@gmail.com | 28/9/2016 0:36:26
mayank@gmail.com | UserInfo:navigate | 28/9/2016 0:36:33
mayank@gmail.com | HomeImg:navigate | 28/9/2016 0:36:44
mayank@gmail.com | UserInfo:navigate | 28/9/2016 0:36:46
mayank@gmail.com | UserInfo:navigate | 28/9/2016 0:43:42
mayank@gmail.com | UserInfo:navigate | 28/9/2016 1:21:51
mayank@gmail.com | BidCheckout:19 | 28/9/2016 1:26:52
mayank@gmail.com | UserInfo:navigate | 28/9/2016 1:27:36
mayank@gmail.com | BidCheckout:19 | 28/9/2016 1:31:37
mayank@gmail.com | BidCheckout:19 | 28/9/2016 1:32:52
mayank@gmail.com | BidCheckout:19 | 28/9/2016 1:33:55
mayank@gmail.com | UserInfo:navigate | 28/9/2016 1:34:15
anonymous | signin:mayank@gmail.com | 31/9/2016 15:55:49
anonymous | signin:mayank@gmail.com | 31/9/2016 15:56:57
anonymous | signin:mayank@gmail.com | 31/9/2016 15:57:58
anonymous | signin:niranjan@gmail.com | 31/9/2016 21:44:41
anonymous | signin:niranjan@gmail.com | 31/9/2016 21:47:52
anonymous | signin:niranjan@gmail.com | 31/9/2016 21:49:30
anonymous | signin:niranjan@gmail.com | 31/9/2016 21:50:52
anonymous | signin:niranjan@gmail.com | 31/9/2016 21:51:44
anonymous | signin:niranjan@gmail.com | 31/9/2016 21:53:7
anonymous | signin:niranjan@gmail.com | 31/9/2016 21:56:59
anonymous | signin:niranjan@gmail.com | 31/9/2016 21:58:51
anonymous | signin:niranjan@gmail.com | 31/9/2016 22:1:37
anonymous | signin:niranjan@gmail.com | 31/9/2016 22:4:27
anonymous | signin:niranjan@gmail.com | 31/9/2016 22:5:42
anonymous | signin:niranjan@gmail.com | 31/9/2016 22:7:58
anonymous | signin:niranjan@gmail.com | 31/9/2016 22:15:2
anonymous | signin:niranjan@gmail.com | 31/9/2016 22:26:42
anonymous | signin:kennethgo@gmail.com | 31/9/2016 22:53:15
anonymous | signin:kennethgo@gmail.com | 31/9/2016 22:58:32
anonymous | signin:kennethgo@gmail.com | 31/9/2016 22:59:49
anonymous | signin:mayank@gmail.com | 31/9/2016 23:13:16
mayank@gmail.com | biddproduct: 19 | 31/9/2016 23:28:6
mayank@gmail.com | buydproduct:16 | 31/9/2016 23:37:34
